FullName,FilePathString,NbLines,NbTypesUsingMe,NbTypesUsed
BlogEngine.Core.Providers.XmlFileSystemProvider,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\FileSystemProviders\XmlFileSystemProvider.cs,340,0,41
BlogEngine.Core.Data.CommentsRepository,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\CommentsRepository.cs,259,1,41
BlogEngine.Core.Web.Controls.BlogBasePage,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Controls\BlogBasePage.cs,296,10,41
BlogEngine.Core.Web.HttpHandlers.BlogMLExportHandler,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\BlogMLExportHandler.cs,537,0,42
BlogEngine.Core.Web.Scripting.WebResourceFilter,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Scripting\WebResourceFilter.cs,346,1,42
BlogEngine.Core.API.MetaWeblog.XMLRPCRequest,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\API\MetaWeblog\XMLRPCRequest.cs,509,1,42
BlogEngine.Core.Data.PostRepository,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\PostRepository.cs,257,1,42
BlogEngine.Core.Web.Controls.PostViewBase,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Controls\PostViewBase.cs,365,2,42
BlogEngine.Core.Web.Extensions.ExtensionSettings,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Extensions\ExtensionSettings.cs,756,18,42
BlogEngine.Core.Providers.BlogService,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\BlogService.cs,971,34,42
BlogEngine.Core.Web.UrlRules,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\UrlRules.cs,483,1,43
"BlogEngine.Core.BusinessBase<T,TKey>",C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\BusinessBase.cs,678,87,43
BlogEngine.Core.Providers.UNCFileSystemProvider,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\FileSystemProviders\UNCFileSystemProvider.cs,364,0,44
BlogEngine.Core.Data.TrashRepository,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\TrashRepository.cs,267,1,44
BlogEngine.Core.Data.PackageRepository,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\PackageRepository.cs,239,2,44
BlogEngine.Core.Data.ViewModels.DashboardVM,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\ViewModels\DashboardVM.cs,272,3,44
search,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\search.aspx.cs,262,0,45
App_Code.Controls.MonthList,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Controls\MonthList.cs,381,0,45
BlogEngine.Core.Page,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Page.cs,734,23,45
BlogEngine.Core.Web.HttpHandlers.Foaf,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\Foaf.cs,560,0,46
post,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\post.aspx.cs,268,0,46
App_Code.Controls.RecaptchaControl,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Extensions\Recaptcha\RecaptchaControl.cs,619,4,46
BlogEngine.Core.FileSystem.Image,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\FileSystem\Image.cs,339,6,46
BlogEngine.Core.Web.Extensions.ExtensionManager,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Extensions\ExtensionManager.cs,533,25,46
App_Code.Controls.PostCalendar,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Controls\PostCalendar.cs,302,1,47
BlogEngine.Core.Data.LookupsRepository,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\LookupsRepository.cs,201,1,48
BlogEngine.Core.Blog,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Blog.cs,1073,80,48
BlogEngine.Core.CommentHandlers,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Messaging\Protection\CommentHandlers.cs,596,1,49
BlogEngine.Core.Data.UsersRepository,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\UsersRepository.cs,401,1,49
BlogEngine.Core.Web.HttpHandlers.PingbackHandler,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\PingbackHandler.cs,436,0,50
contact,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\contact.aspx.cs,270,0,50
archive,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\archive.aspx.cs,245,0,51
RazorHelpers,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\RazorHelpers.cs,208,2,51
BlogEngine.Core.Right,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Security\Right.cs,796,9,51
BlogEngine.Core.Security,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Security\Security.cs,518,61,52
BlogEngine.Core.Providers.XmlRoleProvider,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\XmlProvider\XmlRoleProvider.cs,549,0,54
BlogEngine.Core.Web.HttpHandlers.SyndicationHandler,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\SyndicationHandler.cs,401,0,55
UploadController,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\UploadController.cs,163,0,55
BlogEngine.Core.Web.HttpHandlers.Sioc,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\Sioc.cs,706,0,56
_default,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\default.aspx.cs,309,0,59
BlogEngine.Core.Providers.XmlMembershipProvider,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\XmlProvider\XmlMembershipProvider.cs,908,0,61
BlogEngine.Core.Search,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Search\Search.cs,728,7,61
BlogEngine.Core.BlogSettings,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\BlogSettings.cs,1433,65,61
BlogEngine.Core.SyndicationGenerator,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Syndication\SyndicationGenerator.cs,0,1,62
BlogEngine.Core.Providers.DbFileSystemProvider,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\FileSystemProviders\DbFileSystemProvider.cs,517,0,64
BlogEngine.Core.API.BlogML.BlogReader,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Syndication\BlogML\BlogReader.cs,408,1,64
BlogEngine.Core.Packaging.FileSystem,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Packaging\FileSystem.cs,552,4,65
BlogEngine.Core.API.MetaWeblog.MetaWeblogHandler,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\API\MetaWeblog\MetaWeblogHandler.cs,962,0,66
BlogEngine.Core.Post,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Post.cs,2004,49,70
UserControls.CommentList,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Controls\CommentList.ascx.cs,981,1,75
BlogEngine.Core.Providers.DbBlogProvider,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\DbProvider\DbBlogProvider.cs,3295,0,76
BlogEngine.NET.App_Start.BlogEngineConfig,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\App_Start\BlogEngineConfig.cs,255,0,80
Admin.Extensions.UserControlSettings,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\admin\Extensions\Settings.ascx.cs,672,1,90
BlogEngine.Core.Providers.XmlBlogProvider,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\XmlProvider\Posts.cs,383,0,105
BlogEngine.Core.Utils,C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Helpers\Utils.cs,1668,119,153
