file,class,lines,used_count,using_me_count
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Messaging\Protection\CommentHandlers.cs,BlogEngine.Core.CommentHandlers,236,10,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\ResourceHandler.cs,BlogEngine.Core.Web.HttpHandlers.ResourceHandler,67,10,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Controls\CommentViewBase.cs,BlogEngine.Core.Web.Controls.CommentViewBase,45,10,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Syndication\BlogML\BlogImporter.cs,BlogEngine.Core.API.BlogML.BlogImporter,37,10,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Controls\RelatedPosts.cs,App_Code.Controls.RelatedPosts,60,10,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\CustomFilterRepository.cs,BlogEngine.Core.Data.CustomFilterRepository,31,10,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Extensions\SendCommentMail.cs,SendCommentMail,55,10,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Helpers\Utils.cs,BlogEngine.Core.Utils,476,11,119
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\AuthorProfile.cs,BlogEngine.Core.AuthorProfile,111,11,12
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Packaging\FileSystem.cs,BlogEngine.Core.Packaging.FileSystem,261,11,4
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\CategoryRepository.cs,BlogEngine.Core.Data.CategoryRepository,123,11,2
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Packaging\Installer.cs,BlogEngine.Core.Packaging.Installer,33,11,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\PageRepository.cs,BlogEngine.Core.Data.PageRepository,88,11,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\RolesRepository.cs,BlogEngine.Core.Data.RolesRepository,117,11,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\Sioc.cs,BlogEngine.Core.Web.HttpHandlers.Sioc,230,11,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\FileSystemProviders\DbFileSystemProvider.cs,BlogEngine.Core.Providers.DbFileSystemProvider,168,11,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\archive.aspx.cs,archive,137,11,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\page.aspx.cs,page,64,11,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Security\Security.cs,BlogEngine.Core.Security,117,12,61
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\BlogProvider.cs,BlogEngine.Core.Providers.BlogProvider,0,12,8
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\ViewModels\WidgetsVM.cs,BlogEngine.Core.Data.ViewModels.WidgetsVM,73,12,3
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Syndication\SyndicationGenerator.cs,BlogEngine.Core.SyndicationGenerator,293,12,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\FileManagerRepository.cs,BlogEngine.Core.Data.FileManagerRepository,27,12,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\TrashRepository.cs,BlogEngine.Core.Data.TrashRepository,145,12,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Extensions\SendPings.cs,SendPings,21,12,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Extensions\AkismetFilter.cs,App_Code.Extensions.AkismetFilter,67,12,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Controls\MonthList.cs,App_Code.Controls.MonthList,90,12,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Controls\BlogBasePage.cs,BlogEngine.Core.Web.Controls.BlogBasePage,76,13,10
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Search\Search.cs,BlogEngine.Core.Search,192,13,7
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Extensions\Recaptcha\RecaptchaControl.cs,App_Code.Controls.RecaptchaControl,117,13,4
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\ViewModels\DashboardVM.cs,BlogEngine.Core.Data.ViewModels.DashboardVM,128,13,3
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Controls\PostList.ascx.cs,UserControls.PostList,73,13,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Extensions\MediaElementPlayer.cs,MediaElementPlayer,92,13,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\default.aspx.cs,_default,154,13,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\WidgetsRepository.cs,BlogEngine.Core.Data.WidgetsRepository,38,14,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\CommentsRepository.cs,BlogEngine.Core.Data.CommentsRepository,140,14,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\LookupsRepository.cs,BlogEngine.Core.Data.LookupsRepository,97,14,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\PostRepository.cs,BlogEngine.Core.Data.PostRepository,118,15,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\UsersRepository.cs,BlogEngine.Core.Data.UsersRepository,174,15,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\SyndicationHandler.cs,BlogEngine.Core.Web.HttpHandlers.SyndicationHandler,122,15,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\UploadController.cs,UploadController,76,15,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Page.cs,BlogEngine.Core.Page,124,16,23
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Controls\PostViewBase.cs,BlogEngine.Core.Web.Controls.PostViewBase,84,16,2
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\Services\Json.cs,BlogEngine.Core.Data.Services.Json,93,17,4
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\PackageRepository.cs,BlogEngine.Core.Data.PackageRepository,98,17,2
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Post.cs,BlogEngine.Core.Post,461,18,49
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Controls\CommentList.ascx.cs,UserControls.CommentList,342,18,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\post.aspx.cs,post,105,19,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\BlogService.cs,BlogEngine.Core.Providers.BlogService,108,20,34
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\DbProvider\DbBlogProvider.cs,BlogEngine.Core.Providers.DbBlogProvider,1221,22,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\API\MetaWeblog\MetaWeblogHandler.cs,BlogEngine.Core.API.MetaWeblog.MetaWeblogHandler,301,23,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\XmlProvider\Posts.cs,BlogEngine.Core.Providers.XmlBlogProvider,889,24,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\App_Start\BlogEngineConfig.cs,BlogEngine.NET.App_Start.BlogEngineConfig,67,41,0
